text,label
Yaptığım bilimsel araştırmanın tıp literatüründe yeni bir tedavi yöntemine ışık tutabileceği açıklandı.,mutluluk
Akşamüstü deniz kenarında yürürken suyun üzerinde oluşan yakamoz manzarasını izlemek huzur vericiydi.,mutluluk
Kendi adıma açtığım küçük blog sitesinin ilk ayda on bin tekil ziyaretçiye ulaştığını gördüm.,mutluluk
Zor bir ameliyat geçiren en yakın arkadaşımın yoğun bakımdan normal odaya alındığı haberini aldım.,mutluluk
Evdeki eski sandığı açtığımda dedemin Kurtuluş Savaşı'ndan kalma madalyasını tertemiz bir şekilde buldum.,mutluluk
Yıllardır görmediğim üniversite oda arkadaşımla tesadüfen aynı uçakta yan yana koltuklara düşmüşüz.,mutluluk
Uzun zamandır üzerinde çalıştığım tez savunmamı jüri önünde hiçbir aksilik olmadan başarıyla tamamladım.,mutluluk
Yaz aylarında ektiğim lavanta bahçesinin tamamen mor renge büründüğünü görmek ruhumu dinlendirdi.,mutluluk
Yeni aldığım akıllı fırının ekmek pişirme modunda ilk denememde harika bir baget ekmek yaptım.,mutluluk
Şirket içi yapılan satranç turnuvasında tüm rakiplerimi yenerek şampiyonluk kupasını kaldırdım.,mutluluk
Küçükken kurduğum tüm hayallerin şu anki yetişkin hayatımda birer birer gerçekleştiğini fark ettim.,mutluluk
İş seyahati için gittiğim şehirde boş vaktimde harika bir modern sanat müzesi keşfettim.,mutluluk
Yıllardır hayalini kurduğum o klasik arabayı satın alıp ilk kez garajıma park ettim.,mutluluk
Saksıda yetiştirdiğim limon ağacının bu sabah ilk küçük yeşil meyvesini verdiğini fark ettim.,mutluluk
Eski dostlarımla toplandığımız akşam yemeğinde saatlerce eski anılardan konuşup çok eğlendik.,mutluluk
Geliştirdiğim oyun projesinin Steam'de en çok beklenenler listesine girmesi beni çok mutlu etti.,mutluluk
İnternette paylaştığım yemek tarifinin binlerce kişi tarafından denenip olumlu yorumlar alması harika.,mutluluk
Aylardır süren diyetisyen programımın sonunda ideal yağ oranına ulaştığımı gösteren tahlili aldım.,mutluluk
Yeni taşındığım evin çalışma odasından orman manzarasının görünmesi motivasyonumu iki katına çıkardı.,mutluluk
Kayıp sandığım pasaportumu eski bir seyahat çantasının gizli gözünde sapasağlam buldum.,mutluluk
Katıldığım fotoğrafçılık yarışmasında çektiğim sokak portresi dalında mansiyon ödülü kazandım.,mutluluk
Uzun süredir beklediğim vize onayının pasaportumla birlikte eve kargolandığını gördüm.,mutluluk
Yıllarca emek verdiğim tiyatro topluluğunun galasında tüm biletlerin günler öncesinden satılması gurur verici.,mutluluk
Doğum günümde bana özel bestelenmiş bir şarkı hediye edilmesi hayatımda aldığım en güzel şeydi.,mutluluk
Bahçedeki eski kuyunun etrafını temizleyip etrafına renk renk çiçekler ekerek harika bir alan yarattım.,mutluluk
Şirkette yaptığım veri analizi sunumu sonrasında genel müdürden bizzat tebrik e-postası aldım.,mutluluk
Uzun bir aradan sonra tekrar resim tuvalinin başına geçip renklerin içinde kaybolmak beni rahatlattı.,mutluluk
Kış kampında sabah çadırdan çıkınca gölün üzerindeki buz tabakasının güneşle parıldamasını izledim.,mutluluk
Yenilediğim mutfak tezgahının rengi ve dokusu tam da katalogda hayal ettiğim gibi durdu.,mutluluk
Çocukluk albümümü karıştırırken rahmetli anneannemle gülerken çekilmiş net bir fotoğrafımızı buldum.,mutluluk
Yazdığım şiir kitabının yerel kütüphanenin felsefe ve edebiyat bölümüne kabul edildiğini öğrendim.,mutluluk
Gönüllü öğretmenlik yaptığım köy okulundaki öğrencimin sınavda bölge birincisi olduğunu duydum.,mutluluk
Yeni aldığım koşu ayakkabısının ayağımı hiç vurmadan tam destek sağladığını fark ettim.,mutluluk
Yıllardır biriktirdiğim kahve fincanı koleksiyonum için salonda harika bir vitrin tasarladım.,mutluluk
İş yerinde uzun süredir çözülemeyen lojistik krizini geliştirdiğim yeni rota planıyla çözdüm.,mutluluk
Baharın gelişiyle birlikte sokaktaki tüm erik ağaçlarının bembeyaz çiçek açması içimi neşeyle doldurdu.,mutluluk
Tasarladığım takı modelinin ünlü bir oyuncu tarafından galada takıldığını televizyonda gördüm.,mutluluk
Uzun süredir ertelediğim diş tedavisinin bugün son seansını da hiçbir acı duymadan bitirdim.,mutluluk
Kardeşimin ilk maaşıyla bana en çok istediğim o sanat kitabını alması beni çok duygulandırdı.,mutluluk
Sabah yürüyüşünde deniz kenarında bulduğum pürüzsüz ve simetrik taşları koleksiyonuma ekledim.,mutluluk
Evde beslediğim kaplumbağanın kış uykusundan sağlıklı ve enerjik bir şekilde uyandığını gördüm.,mutluluk
Yıllar önce yazdığım ama yarım bıraktığım romanın son bölümünü bugün nihayet bitirebildim.,mutluluk
Şirket tarafından düzenlenen yurt dışı eğitim programına seçilen üç kişiden biri oldum.,mutluluk
Yeni taşındığım dairenin alt katındaki komşumun bana taze pişmiş börek getirmesi çok hoştu.,mutluluk
Hafta sonu arkadaşlarımla doğada yaptığımız tırmanışta zirve defterine adımı yazmak gurur vericiydi.,mutluluk
Eski ahşap sandalyeleri zımparalayıp pastel tonlara boyayarak balkona yepyeni bir hava kattım.,mutluluk
Yıllarca üzerinde çalıştığım patent başvurusunun Türk Patent Enstitüsü tarafından onaylandığını öğrendim.,mutluluk
Akşam saatlerinde yağan hafif yağmurun altında şemsiyesiz yürümek tüm günün stresini aldı.,mutluluk
Kendi ürettiğim organik balların ilk hasadını yapıp kavanozlara doldururken çok mutluydum.,mutluluk
Zor bir süreçten geçen arkadaşımın nihayet yüzünün güldüğünü ve işlerin yoluna girdiğini gördüm.,mutluluk
Evdeki eski ansiklopedilerin arasından çıkan kurutulmuş dört yapraklı yoncayı şans getirmesi için sakladım.,mutluluk
Yazdığım tiyatro oyununun devlet tiyatroları repertuarına alındığı haberini resmi yazı ile aldım.,mutluluk
Uzun süredir aradığım vintage deri ceketi bir bitpazarında çok uygun fiyata bulup aldım.,mutluluk
Yeni açtığım YouTube kanalımın ilk videosunun organik olarak binlerce izlenmeye ulaşması harika.,mutluluk
Sabah erkenden kalkıp kimseler yokken denizde yüzmenin verdiği o özgürlük hissi paha biçilemez.,mutluluk
Çocuklarımın bahçede kurduğumuz salıncakta kahkahalarla sallanmasını izlemek bana huzur veriyor.,mutluluk
Geliştirdiğim mobil sağlık uygulamasının engelli bireylerin hayatını kolaylaştırdığına dair mesajlar aldım.,mutluluk
Yıllardır gitmediğim o sakin dağ kasabasındaki eski dostumun beni hala aynı sevgiyle kucaklaması harikaydı.,mutluluk
Özenle büyüttüğüm zeytin fidesinin sert kış soğuklarına dayanamayıp kökünden çürüdüğünü gördüm.,uzuntu
Yıllardır biriktirdiğim tüm dijital arşivin yedekleme diski bozulunca bir anda yok olduğunu anladım.,uzuntu
Lisedeyken her gün şakalaştığımız arkadaşımın beni yolda görüp kafasını çevirmesi içimi burktu.,uzuntu
Çok uğraştığım yüksek lisans tezimin danışman hoca tarafından sebepsizce reddedilmesi beni yıktı.,uzuntu
Çocukluğumda gölgesinde oturduğumuz o devasa çınar ağacının yol yapımı için kesildiğini öğrendim.,uzuntu
Annemin gençlik yıllarında çaldığı emektar piyanonun akordunun artık asla yapılamayacağını söylediler.,uzuntu
Büyük umutlarla açtığım küçük sahaf dükkanını borçlar yüzünden bugün tamamen kapatmak zorunda kaldım.,uzuntu
Sokakta yağmurun altında ıslanmış ve titreyen yaşlı bir adamın çöp karıştırdığını görmek beni kahretti.,uzuntu
En sevdiğim yazarın imza gününe yetişemedim ve onun son etkinliği olduğunu öğrenince çok üzüldüm.,uzuntu
Yıllarca emek verdiğim tiyatro oyununun prömiyerinde salonda sadece üç kişinin oturduğunu gördüm.,uzuntu
Eski evimizin duvarındaki boy boy aile fotoğraflarının yangın sonrasında küle döndüğünü fark ettim.,uzuntu
Birlikte büyüdüğüm köpeğimin artık yaşlılıktan dolayı gözlerinin görmediğini ve beni tanımadığını anladım.,uzuntu
Çok beğendiğim tarihi kilisenin bakızlıktan tavanının çöktüğünü ve harabeye döndüğünü gördüm.,uzuntu
Hak ettiğimi düşündüğüm terfi listesinde adımı göremeyince tüm motivasyonumu kaybettim.,uzuntu
Gittiğim eski tatil kasabasının tamamen beton binalarla dolduğunu görünce çocukluğum adına üzüldüm.,uzuntu
"Yazdığım şiirlerin yayınevi tarafından ""günümüz trendlerine uygun değil"" denilerek geri çevrilmesi kırdı.",uzuntu
Bayram sabahı telefonumun gün boyu hiç çalmaması ve evde tek başıma oturmak beni çok yalnız hissettirdi.,uzuntu
En yakın arkadaşımın düğününe çağrılmadığımı sosyal medyadaki paylaşımlardan tesadüfen öğrendim.,uzuntu
Dedemden kalan antika köstekli saatin tamir edilemeyecek şekilde parçalandığını öğrendim.,uzuntu
Doğa yürüyüşü yaparken nehir kenarında plastik atıklar yüzünden ölmüş kuşları görmek içimi acıttı.,uzuntu
Yıllarca biriktirdiğim paradan geriye kalan miktarın enflasyon sebebiyle hiçbir şeye yetmediğini gördüm.,uzuntu
Sınıf öğretmenimin vefat ettiğini ve cenazesinin dün çoktan kaldırıldığını tesadüfen öğrendim.,uzuntu
Büyük emeklerle hazırladığım fotoğraf sergisinin açılışına ailemden kimsenin gelmemesi beni derinden yaraladı.,uzuntu
Eski sevgilimin bana yazdığı mektupları tavan arasında çürümüş ve okunmaz halde buldum.,uzuntu
Şehrin en eski ve köklü kütüphanesinin yıkılıp yerine iş merkezi yapılacağını duymak çok acı.,uzuntu
Yaptığım resim çalışmasının üzerine tavan su sızdırdığı için tüm boyaların aktığını gördüm.,uzuntu
Çocuk esirgeme kurumundaki çocukların gözlerindeki o buruk beklentiyi görmek kalbimi parçaladı.,uzuntu
Zorlu bir sınav döneminin ardından tek bir soru yüzünden hedeflediğim okulu kaçırdığımı öğrendim.,uzuntu
Yıllardır özenle sakladığım ilk okul günlüğüme rutubet bulaştığını ve sayfaların yapıştığını gördüm.,uzuntu
Ofiste haksız yere suçlandığım bir konuda kimsenin arkamda durmayıp sessiz kalması beni çok üzdü.,uzuntu
Sokakta tasmasıyla terk edilmiş ve sahibinin arkasından ağlayan bir evcil köpek gördüm.,uzuntu
"Eski mahallemizdeki komşuluk ilişkilerinin bittiğini, herkesin birbirine yabancılaştığını fark ettim.",uzuntu
En sevdiğim müzik grubunun solistinin genç yaşta hayata gözlerini yumduğunu haberlerde okudum.,uzuntu
Yıllarca üzerinde çalıştığım arkeolojik alanın baraj suları altında kalacağını öğrendim.,uzuntu
Doğum günüm için hazırladığım pastayı evde tek başıma dilimlerken gözyaşlarımı tutamadım.,uzuntu
Küçükken babamla diktiğimiz kayısı ağacının bu yıl kuruduğunu ve hiç yaprak açmadığını gördüm.,uzuntu
Uzun süredir tedavi gören minik kedimin tüm çabalara rağmen bu gece hayatını kaybetmesi beni yıktı.,uzuntu
Hak ettiğim halde milli sporcu bursuna başkasının usulsüz şekilde yerleştirildiğini belgeledim.,uzuntu
Kış günü evsiz bir kadının kucağındaki bebeğiyle kaldırımda uyumaya çalıştığını görmek içimi yaktı.,uzuntu
Yıllar önce bana hediye edilen el emeği atkının güveler tarafından parça pinçik edildiğini gördüm.,uzuntu
Tarihi bir köprünün üzerine sprey boyalarla anlamsız yazılar yazıldığını görmek beni çok üzdü.,uzuntu
Öğretmenlik atamamın bu yıl da gerçekleşmediğini listedeki puanları inceleyince anladım.,uzuntu
Eski bir dostumun hakkımda asılsız dedikodular çıkardığını ortak arkadaşımızdan duymak beni sarstı.,uzuntu
Akşam saatlerinde çöken o gri sis tabakası ve şehrin gürültüsü ruhumu adeta hapsetti.,uzuntu
Tasarladığım web sitesinin kaynak kodlarının çalınıp başka bir isimle piyasaya sürüldüğünü gördüm.,uzuntu
Yıllarca mektuplaştığım yabancı arkadaşımın bana yazdığı son mektubun adresten geri döndüğünü gördüm.,uzuntu
Çocukluk oyuncaklarımı annemin benden habersiz çöpe attığını öğrenince odamda saatlerce ağladım.,uzuntu
Hastanede günlerdir sonuç bekleyen çaresiz insanların yüzündeki o yorgunluğu görmek çok zordu.,uzuntu
En sevdiğim yerel kafenin zincir marketlerden birine dönüştürüldüğünü görünce çok üzüldüm.,uzuntu
Yazdığım ilk tiyatro oyununun dekor yetersizliği nedeniyle sahneden kaldırıldığını bildirdiler.,uzuntu
Umutla beklediğim kargo paketinden çıkan antika vazonun tuzla buz olduğunu gördüm.,uzuntu
Yıllardır emek verdiğim iş yerimin küçülme bahanesiyle beni ilk sırada işten çıkarması ağırıma gitti.,uzuntu
Sokak lambasının soluk ışığı altında tek başına oturan yaşlı kadının yalnızlığı içimi burktu.,uzuntu
Hayatımı adadığım bilimsel projenin bütçe yetersizliği sebebiyle iptal edildiğini açıkladılar.,uzuntu
Köydeki eski okul binasının pencerelerinin kırıldığını ve içine saman doldurulduğunu gördüm.,uzuntu
Çok istediğim konsere gitmek için aldığım biletin sahte çıktığını kapıdaki görevli söyleyince yıkıldım.,uzuntu
Küçükken yazdığım ve gelecekteki kendime seslendiğim mektupta ne kadar saf olduğumu görüp üzüldüm.,uzuntu
Deniz kaplumbağalarının plastik poşetler yüzünden boğulduğuna dair belgeseli izlerken ağladım.,uzuntu
Yıllarca baktığım akvaryumdaki balıkların ani bir elektrik kesintisi ve motor durması yüzünden ölmesi üzdü.,uzuntu
En güvendiğim akrabamın miras paylaşımında bize haksızlık yaptığını öğrenmek beni çok kırdı.,uzuntu
Tarihi el yazması kitapların rutubetli bir depoda çürümeye terk edildiğini görmek içimi acıttı.,uzuntu
Sınav sonucumu öğrenmek için siteye girdiğimde sistem hatası nedeniyle tercih yapamadığımı gördüm.,uzuntu
Eski resim öğretmenimin beni artık hatırlamayacak kadar Alzheimer hastası olduğunu öğrendim.,uzuntu
Paylaşacak kimsem olmadığı için aldığım güzel haberi sadece kendi içimde kutlamak zorunda kaldım.,uzuntu
Kış ortasında yakacağı biten ve evde battaniyeyle oturan komşumuzun durumuna çok üzüldüm.,uzuntu
Çocukluğumun geçtiği sokaktaki tüm ahşap evlerin yıkılıp devasa şantiyeye dönmesi çok acı.,uzuntu
Özenle hazırladığım akşam yemeğine davet ettiğim herkesin son dakika bir bahane sunup gelmemesi kırdı.,uzuntu
Yıllardır sakladığım koleksiyon pullarının üzerine su döküldüğünü ve boyalarının birbirine karıştığını gördüm.,uzuntu
Gittiğim sinemada çocukluğumun en güzel filmlerini oynatan salonun depo yapıldığını fark ettim.,uzuntu
Sokaktaki yaralı kediyi kliniğe yetiştirmeye çalışırken kollarımda son nefesini vermesi beni yıktı.,uzuntu
Hak ettiğim başarı ödülünün torpilli bir müdür yakın hissettiği için başkasına verilmesi beni kırdı.,uzuntu
Akşamüzeri sahil şeridinde tek başına yürürken geçmişte yaptığım hatalar aklıma geldi ve çok üzüldüm.,uzuntu
Yıllarca emek verdiğim aile şirketimizin borç batağı yüzünden icralık olduğunu öğrendik.,uzuntu
Kuzenimin çok ağır bir kaza geçirdiği haberi tüm ailemizi derin bir yasa boğdu.,uzuntu
En sevdiğim çizgi roman serisinin çizerinin hayatını kaybettiğini ve serinin yarım kaldığını öğrendim.,uzuntu
"Doğum günümde hiç kimseden, en yakınlarımdan bile tek bir kutlama mesajı almamak içimi acıttı.",uzuntu
Sahilde yürürken kıyıya vurmuş deniz anaları ve ölü balık yığınlarını görmek beni çok üzdü.,uzuntu
Küçüklük hatıram olan gümüş kolyemin taşınma esnasında nereye kaybolduğunu bir türlü bulamadım.,uzuntu
Sınıfta yaptığım sunum esnasında herkesin kendi arasında konuşup beni hiç dinlememesi beni incitti.,uzuntu
En çok gitmek istediğim caz festivalinin bu yıl sponsor bulamadığı için iptal edildiğini duydum.,uzuntu
Beslenme çantasında sadece kuru ekmek olan o ilkokul öğrencisini görünce boğazım düğümlendi.,uzuntu
Uzun süredir görmediğim babamın beni gördüğünde gözlerindeki o eski ferin söndüğünü fark ettim.,uzuntu
Aldığım yeni montun daha ilk haftadan fermuarının patlaması ve astarının yırtılması moralimi bozdu.,uzuntu
Sokaktaki o yaşlı köpeğin soğuk kaldırımda titreyerek uyumaya çalışması aklımdan çıkmıyor.,uzuntu
Özenle hazırladığım proje dosyasının üzerime çay dökülmesi sonucu okunmaz hale gelmesi çok üzdü.,uzuntu
Dinlediğim o eski halk türküsü bana geçmişte kaybettiğim tüm dostlarımı hatırlattı.,uzuntu
Şehrin en eski sinema salonunun yıkılıp yerine lüks bir otopark yapılacağını öğrendim.,uzuntu
Hak etmediğim halde müdürün hatayı benim üzerime yıkıp beni herkesin içinde azarlaması ağırıma gitti.,uzuntu
Gökyüzünün günlerdir gri bulutlarla kaplı olması içimdeki yaşama sevincini adeta söküp alıyor.,uzuntu
Yaptığım heykel çalışmasının fırınlama aşamasında çatlayıp ikiye ayrıldığını gördüm.,uzuntu
Hak ettiğim halde olimpiyat seçmelerine teknik bir hata yüzünden çağrılmadığımı öğrendim.,uzuntu
Telefon rehberimde gezinirken artık bu dünyada olmayan insanların isimlerini görmek içimi sızlattı.,uzuntu
Birlikte şarkılar bestelediğimiz grubun fikir ayrılıkları yüzünden tamamen dağılması beni çok üzedi.,uzuntu
Çocukların sokakta çamur içinde eski bir lastikle oynamaya çalıştığını görmek içimi burktu.,uzuntu
Yıllardır özenle baktığım akvaryum bitkilerinin bir gecede sararıp solduğunu fark ettim.,uzuntu
En sevdiğim gömleğin çamaşır makinesinde renk atıp tamamen giyilmez hale gelmesi moralimi bozdu.,uzuntu
Kitapçıdaki eski sahaflar bölümünün tamamen boşaltılıp yerine popüler kitaplar dizilmesi üzdü.,uzuntu
Köydeki dede evinin sahipsizlikten çatısının çöktüğünü ve içeri yağmur sularının dolduğunu gördüm.,uzuntu
Yıllardır hayalini kurduğum o sergi salonunun yerinde şimdi büyük bir market zinciri var.,uzuntu
Uzun zamandır biriktirdiğim seyahat notlarımın bilgisayara virüs girmesi sonucu silinmesi beni çok üzdü.,uzuntu
Sıramı beklerken arkadan gelen birinin pişkin bir şekilde önüme geçmesine asla katlanamıyorum.,ofke
Bilgisayarıma sızan bir fidye yazılımı yüzünden aylardır üzerinde çalıştığım tüm tasarımlarım şifrelendi.,ofke
Müşteri hizmetlerinin beni telefonda kırk dakika bekletip ardından yüzüme kapatması beni çıldırttı.,ofke
Kırmızı ışık ihlali yapan o sorumsuz sürücü az kalsın yaya geçidindeki bana çarpıyordu.,ofke
Ödünç verdiğim pahalı mimarlık kitabının sayfaları çizilmiş ve yırtılmış olarak geri getirilmesine çok kızdım.,ofke
Ofiste arkamdan iş çeviren o iki yüzlü iş arkadaşımın yalanlarını nihayet herkesin içinde ortaya çıkardım.,ofke
Kargo şirketinin özenle paketlediğim elektronik ürünü kırıp suçu bana atması bardağı taşıran son damlaydı.,ofke
Gecenin üçünde yan daireden gelen yüksek sesli matkap gürültüsü yüzünden sinir krizi geçirecektim.,ofke
Sinema salonunda arkamda oturan kişinin sürekli olarak koltuğumu tekmelemesi beni delirtti.,ofke
"Aylık faturama yansıtılan o haksız ""kullanım bedeli"" ücretini iptal etmemek için kırk dereden su getiriyorlar.",ofke
Grup projesinde hiçbir işe elini sürmeyip sunumda tüm başarıyı sahiplenen o arsıza çok öfkeliyim.,ofke
Tam sisteme önemli bir evrak yüklerken internet sağlayıcısının bağlantıyı aniden kesmesi beni çıldırttı.,ofke
Garsonun siparişimi tamamen yanlış getirip bir de üstüne beni yanlış duymakla suçlaması kabul edilemez.,ofke
Arabamı nizami bir şekilde park ettiğim halde sileceklerimi kırıp aynama zarar vermişler.,ofke
Telefonuma günde onlarca farklı bahis sitesinden spam mesajı gelmesinden artık gerçekten bıktım.,ofke
Toplantı saatine yarım saat geç kalıp üstelik hiçbir şey olmamış gibi lakayıt davranıyor.,ofke
Yere çöp atan o bencil adamı nazikçe uyardığımda bana ters ters bakıp küfretmesi sinir bozucu.,ofke
Randevulaştığımız yere zamanında gelmeyip üstelik telefonlarımı da açmayan o insanı hayatımdan sildim.,ofke
Yeni aldığım bilgisayarın daha ikinci gününde ana kartının yanması beni kelimenin tam anlamıyla çıldırttı.,ofke
Benim özgün fikrimi çalıp müdüre kendi fikriymiş gibi pazarlayan o hırsıza karşı öfkem çok büyük.,ofke
Kütüphanenin sessiz çalışma alanında yüksek sesle telefonla konuşan şuursuz tiplere tahammülüm kalmadı.,ofke
"Ev sahibinin yasal sınırın çok üzerinde, fahiş bir kira zammı talep etmesi beni delirtti.",ofke
Tam fırındaki yemeğin pişmesine beş dakika kalmışken elektriklerin kesilmesi tüm emeğimi berbat etti.,ofke
Taksimetreyi açmamak için bin bir tane bahane uyduran o fırsatçı taksiciye çok sinirlendim.,ofke
Sosyal medyada sahte hesaplar arkasına saklanıp insanlara hakaret yağdıran zavallılardan nefret ediyorum.,ofke
Mağazadan aldığım montun defolu olduğunu evde fark edip götürdüğümde iade almamak için zorluk çıkardılar.,ofke
Saatler boyunca üzerinde uğraştığım makale taslağının üzerine kahve dökülmesi beni çileden çıkardı.,ofke
Kedimi taşıma çantasında veterinere götürürken toplu taşımada laf atan o cahillere haddini bildirdim.,ofke
"Sipariş ettiğim yemeğin buz gibi, ambalajı patlamış ve dökülmüş bir şekilde gelmesi sabrımı taşırdı.",ofke
Kendisine güvenip söylediğim en özel sırrımı tüm ofise yayan o güvenilmez insandan hesap soracağım.,ofke
Metroda kulaklık takmadan yüksek sesle video izleyen o bencil ve saygısız insanlara sinir oluyorum.,ofke
Tam çok kritik bir iş görüşmesindeyken kapıya gelen pazarlamacının zili ısrarla çalması beni delirtti.,ofke
Hak etmediğim halde yöneticinin kendi kişisel hırslarını ve stresini benden çıkarmasını asla kabul etmiyorum.,ofke
Aylar öncesinden planladığım tatile çıkacakken uçuşun sebepsiz yere iptal edilmesi beni çileden çıkardı.,ofke
Benimle yüz yüze konuşurken sürekli elindeki telefonla oynayan o saygısız insana karşı öfkeliyim.,ofke
Otoparkta iki arabalık çizgiyi ortalayarak bencilce park eden o sürücüye çok kızgınım.,ofke
Tam online ödeme yapacakken banka kartımın sistem hatası nedeniyle bloke edilmesi beni delirtti.,ofke
Arkadaşımın benim verdiğim fikirleri başkalarına kendi fikri gibi satıp prim yaptığını öğrenince küplere bindim.,ofke
Sokak hayvanlarına canice eziyet eden o vicdansız yaratıkların adalet önünde cezasız kalması beni öfkelendiriyor.,ofke
Maç esnasında hakemin göz göre göre bizim takım aleyhine uydurma bir penaltı vermesi sabrımı taşırdı.,ofke
İş başvurusunda tüm teknik aşamaları birincilikle geçmeme rağmen torpilli birinin işe alınması adil değil.,ofke
Yeni boyattığım salon duvarına üst komşunun banyosundan su sızması ve sarı lekeler oluşması delirtti.,ofke
Randevuma tam saatinde gittiğim halde doktorun beni koridorda iki saat bekletmesi kabul edilemez bir saygısızlık.,ofke
"Bilgisayarımın hiçbir uyarı vermeden, tam kaydetme esnasında pat diye kapanması beni çileden çıkardı.",ofke
Arkamdan gıybetimi yapıp yüzüme karşı melek gibi davranan o akrabaları hayatımdan tamamen eliyorum.,ofke
Tam çorbadan bir kaşık alacakken içinden upuzun bir saç kılı çıkması midemi bulandırdı ve beni sinirlendirdi.,ofke
Yol çalışması tabelası koymayıp sabah trafiğini felç eden belediye ekiplerine karşı çok öfkeliyim.,ofke
Kargocunun kırılacak ibaresi olan paketi kapının önüne fırlatıp gittiğini kameradan görünce çok sinirlendim.,ofke
"Tam filmin en heyecanlı, katilin açıklanacağı sahnesinde araya otuz dakika reklam girmesi sinir bozucu.",ofke
Bütün ay eşek gibi çalışıp mesai ücretimin yatırılmadığını görünce patronun odasına hışımla daldım.,ofke
Asansörün kapısını bilerek tutup gelmemi engelleyen o bencil komşuya koridorda haddini bildirdim.,ofke
Sokakta yürürken sigara dumanını tam yüzüme doğru üfleyen o görgüsüz adama çok sinirlendim.,ofke
Araba satın alırken ekspertiz raporunda kazasız denilen aracın pert çıktığını öğrenince dolandırıcıyı aradım.,ofke
Telefon rehberimdeki numaraların benden izinsiz reklam şirketlerine satılmış olmasına çok öfkeliyim.,ofke
Kütüphanede fosforlu kalemle kitap sayfalarını hunharca çizen o saygısız öğrenciye çok kızdım.,ofke
Kendi hatası yüzünden yere düşürdüğü bardağın faturasını garsona kesmeye çalışan o müşteriye bağırdım.,ofke
Tam önemli bir dosya indirirken internet hızını bilinçli olarak düşüren operatör firmasına öfkeliyim.,ofke
Apartman boşluğuna sürekli çöp ve izmarit atan o pis komşuyu polise şikayet edeceğim.,ofke
Eski ortağımın şirketin kasasından gizlice para tırtıkladığını belgeleriyle görünce küplere bindim.,ofke
Siparişim iki saat geç geldi ve restoran sahibi bir de üstüne yoğunluk var diye yalan söylüyor.,ofke
Kaldırıma sıfır yanaşıp yayaların geçişini tamamen kapatan o lüks cipin sahibine çok kızgınım.,ofke
Yeni aldığım kulaklığın daha ilk haftadan tek tarafının ses vermeyi kesmesi beni delirtti.,ofke
Otobüs şoförünün durakta beklediğimi gördüğü halde durmayıp gaza basıp gitmesi sabrımı taşırdı.,ofke
Benim emeğimle hazırlanan projeye kendi adını yazıp üst yönetime sunan o hırsız iş arkadaşından nefret ediyorum.,ofke
Evdeki internetin günlerdir kapalı olması yetmezmiş gibi arıza kaydını da sürekli kapatıyorlar.,ofke
Mağazada sıraya girmeden kasaya ilerleyen o kadını sert bir dille arkaya gönderdim.,ofke
Güvenlik kamerasından arabamın kapısını çizip kaçan komşuyu görünce sinirden gözüm döndü.,ofke
Sözleşmede yazan maddeleri çiğneyip benden ek ücret talep eden o avukata çok öfkeliyim.,ofke
Tam en sevdiğim şarkıyı dinlerken uygulamanın sürekli donması ve hata vermesi beni çıldırtıyor.,ofke
Yemek siparişimde acısız istememe rağmen içine bolca pul biber basan o ustaya çok kızgınım.,ofke
Okul panosundaki projemi yırtıp çöpe atan o kıskanç sınıf arkadaşımı müdüre şikayet ettim.,ofke
Spor salonunda ağırlıkları yerini koymayıp etrafta bırakan o saygısız tipler beni delirtiyor.,ofke
Tam sınav saatinde okulun yanında inşaat çalışması başlatıp gürültü yapanlara çok öfkeliyim.,ofke
Arabamın dikiz aynasına çarpıp hiçbir not bırakmadan kaçan o korkak sürücüye çok kızgınım.,ofke
Banka şubesinde tek bir işlem için beni üç saat sırada bekleten sisteme lanet ettim.,ofke
Evcil hayvanımı kabul etmeyeceğini son dakika söyleyen o bencil otel sahibine çok sinirlendim.,ofke
Fikirlerimi küçümseyerek bıyık altından gülen o ukala akademisyene haddini bildirmek şart oldu.,ofke
Tam yola çıkacakken arabanın tekerleğine çivi saplandığını görmek beni çileden çıkardı.,ofke
Sosyal medyada adıma asılsız iddialar ortaya atan o müfteriden mahkemede hesap soracağım.,ofke
Kargomun başka bir şehre yanlışlıkla gönderildiğini öğrenince müşteri hizmetlerine bağırdım.,ofke
Benimle konuşurken sürekli sözümü kesip kendi başarılarını anlatan o egoiste çok kızgınım.,ofke
Tam uykunun en tatlı yerinde sokaktan geçen hurdacının megafonla bağırması beni delirtti.,ofke
Yeni boyattığım ayakkabının üzerine basıp özür bile dilemeden geçen o adama çok sinirlendim.,ofke
Şirket bilgisayarına yüklenen casus yazılımla bizi izleyen o patrona dava açacağım.,ofke
Kütüphaneden aldığım kitabın içine sakız yapıştırıldığını görünce bunu yapana çok öfkelendim.,ofke
"Söz verdiği saatte gelmeyip üstüne bir de ""unuttum"" diyen o lakayıt arkadaşa çok kızgınım.",ofke
Tam ödeme yapacakken pos cihazının arızalanması ve markette rezil olmak beni delirtti.,ofke
Evimin önüne arabasını bencilce park edip garaj girişini kapatan o sürücüye çok öfkeliyim.,ofke
Tasarımımı taklit edip kendi markasıymış gibi satan o uyanık tasarımcıya dava açıyorum.,ofke
Otobüste yer vermediğim için bana hakaret eden o saygısız yaşlı adama çok sinirlendim.,ofke
Tam raporu teslim edecekken ofis yazıcısının kağıt sıkıştırması beni çileden çıkardı.,ofke
